CONGRESS 2012 to 2020 in TENNESSEE,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Tennessee,N/A,2018,District 1,1,20120101,"172,835","Roe, Phil",Incumbent,"47,138","Olsen, Martin",Challenger,Independent,"4,309","Salyer, Michael D.",Challenger,N/A,"125,697",R,1.92,78.57,21.43,
House,Tennessee,N/A,2016,District 1,1,20120101,"198,293","Roe, Phil",Incumbent,"39,024","Bohms, Alan",Challenger,Independent,"15,702","Franklin, Robert D.",Challenger,6,"159,269",R,6.21,83.56,16.44,"The other vote was: Krane, Paul (Write-in) 6"
House,Tennessee,N/A,2014,District 1,1,20120101,"115,533","Roe, Phil",Incumbent,N/A,N/A,N/A,Independent,"9,906","Franklin, Robert D.",Challenger,"14,031","105,627",R,7.1,100,0,"The other vote was: Smith, Robert N. (Green) 9,869; Salyer, Michael D. (Independent) 4,148; Kudialis, Scott (Write-in) 14"
House,Tennessee,N/A,2012,District 1,1,20120101,"182,252","Roe, Phil",Incumbent,"47,663","Woodruff, Alan",Challenger,Independent,"4,837","Brackett, Karen Sherry",Challenger,"4,920","134,589",R,2.02,79.27,20.73,"The other vote was: Smith, Robert N. (Green) 2,872; Salyer, Michael D. (Independent) 2,048"
House,Tennessee,N/A,2018,District 2,2,20120101,"172,856","Burchett, Tim",Challenger,"86,668","Hoyos, Renee",Challenger,Independent,967,"Samples, Greg",Challenger,"1,643","86,188",R,0.37,66.61,33.39,"The other vote was: Grunau, Jeffrey (Independent) 657; Whitmire, Marc (Independent) 637; Latorre, Keith A. (Independent) 349"
House,Tennessee,N/A,2016,District 2,2,20120101,"212,455","Duncan, John J. Jr.",Incumbent,"68,401","Starr, Stuart",Challenger,N/A,N/A,N/A,N/A,N/A,"144,054",R,0,75.65,24.35,
House,Tennessee,N/A,2014,District 2,2,20120101,"120,883","Duncan, John J. Jr.",Incumbent,"37,612","Scott, Bob",Challenger,Independent,"4,223","Gouge, Casey Adam",Challenger,"4,033","83,271",R,2.53,76.27,23.73,"The other vote was: Dryer, Norris (Green) 4,033"
House,Tennessee,N/A,2012,District 2,2,20120101,"196,894","Duncan, John J. Jr.",Incumbent,"54,522","Goodale, Troy",Challenger,Green,"5,733","Dryer, Norris",Challenger,"7,356","142,372",R,2.17,78.31,21.69,"The other vote was: Samples, Greg (Independent) 4,382; Stewart, Brandon (Independent) 2,974"
House,Tennessee,N/A,2018,District 3,3,20120101,"156,512","Fleischmann, Charles",Incumbent,"84,731","Mitchell, Danielle",Challenger,Independent,"4,522","Tyler, Rick",Challenger,N/A,"71,781",R,1.84,64.88,35.12,
House,Tennessee,N/A,2016,District 3,3,20120101,"176,613","Fleischmann, Charles",Incumbent,"76,727","Shekari, Melody",Challenger,Independent,"5,098","Tyler, Rick",Challenger,"7,568","99,886",R,1.92,69.71,30.29,"The other vote was: Mitchell, Cassandra J. (Independent) 5,075; Kersting, Topher (Independent) 2,493"
House,Tennessee,N/A,2014,District 3,3,20120101,"97,344","Fleischmann, Charles",Incumbent,"53,983","Headrick, Mary M.",Challenger,Independent,"4,770","Mitchell, Cassandra J.",Challenger,N/A,"43,361",R,3.06,64.33,35.67,
House,Tennessee,N/A,2012,District 3,3,20120101,"157,830","Fleischmann, Charles",Incumbent,"91,094","Headrick, Mary M.",Challenger,Independent,"7,905","Deniston, Matthew",Challenger,80,"66,736",R,3.08,63.4,36.6,"The other vote was: Howard-Hill, Jean (Write-in) 62; Hall, Richard (Write-in) 18"
House,Tennessee,N/A,2018,District 4,4,20120101,"147,323","DesJarlais, Scott",Incumbent,"78,065","Phillips, Mariah",Challenger,Independent,"7,056","Shupe, Michael",Challenger,7,"69,258",R,3.04,65.36,34.64,"The other vote was: Steele, Russell Wayne (Write-in) 7"
House,Tennessee,N/A,2016,District 4,4,20120101,"165,796","DesJarlais, Scott",Incumbent,"89,141"," Reynolds, Steven",Challenger,N/A,N/A,N/A,N/A,N/A,"76,655",R,0,65.03,34.97,
House,Tennessee,N/A,2014,District 4,4,20120101,"84,815","DesJarlais, Scott",Incumbent,"51,357","Sherrell, Lenda",Challenger,Independent,"9,246","Doggart, Robert Rankin",Challenger,N/A,"33,458",R,6.36,62.29,37.71,
House,Tennessee,N/A,2012,District 4,4,20120101,"128,568","DesJarlais, Scott",Incumbent,"102,022","Stewart, Eric",Challenger,N/A,N/A,N/A,N/A,N/A,"26,546",R,0,55.76,44.24,
House,Tennessee,N/A,2018,District 5,5,20120101,"84,317","Ball, Jody",Challenger,"177,923","Cooper, Jim",Incumbent,Write-in,8,"Weaver, Marshal",Challenger,N/A,"93,606",D,0,32.15,67.85,
House,Tennessee,N/A,2016,District 5,5,20120101,"102,433","Snyder, Stacy Ries",Challenger,"171,111","Cooper, Jim",Incumbent,N/A,N/A,N/A,N/A,N/A,"68,678",D,0,37.45,62.55,
House,Tennessee,N/A,2014,District 5,5,20120101,"55,078","Ries, Bob",Challenger,"96,148","Cooper, Jim",Incumbent,Independent,"3,050","Deakin, Paul",Challenger,N/A,"41,070",D,1.98,36.42,63.58,"The other vote was: Sharafi, Matthew David (Write-in) 0"
House,Tennessee,N/A,2012,District 5,5,20120101,"86,240","Staats, Brad",Challenger,"171,621","Cooper, Jim",Incumbent,Green,"5,222","Miglietta, John",Challenger,12,"85,381",D,1.98,33.44,66.56,"The other vote was: Puckett, Sean (Write-in) 12"
House,Tennessee,N/A,2018,District 6,6,20120101,"172,810","Rose, John",Challenger,"70,370","Barlow, Dawn",Challenger,Independent,"3,426","Ross, David",Challenger,"2,134","102,440",R,1.38,71.06,28.94,"The other vote was: Dunn, Lloyd (Independent) 2,134"
House,Tennessee,N/A,2016,District 6,6,20120101,"202,234","Black, Diane",Incumbent,"61,995","Kent, David W.",Challenger,Independent,"20,261","Ross, David",Challenger,N/A,"140,239",R,7.12,76.54,23.46,
House,Tennessee,N/A,2014,District 6,6,20120101,"115,231","Black, Diane",Incumbent,"37,232","Powers, Amos Scott",Challenger,Independent,"9,634","Winton, Mike",Challenger,N/A,"77,999",R,5.94,75.58,24.42,
House,Tennessee,N/A,2012,District 6,6,20120101,"184,383","Black, Diane",Incumbent,N/A,N/A,N/A,Independent,"34,766","Beasley, Scott",Challenger,"22,092","149,617",R,14.41,100,0,"The other vote was: Riley, Pat (Green) 21,633; Robinson, Rachel (Write-in) 455; Thompson, Michael (Write-in) 4"
House,Tennessee,N/A,2018,District 7,7,20120101,"170,071","Green, Mark",Challenger,"81,661","Kanew, Justin",Challenger,Independent,"1,582","Ladner, Leonard D.",Challenger,"1,070","88,410",R,0.62,67.56,32.44,"The other vote was: Legendre, Brent (Independent) 1,070"
House,Tennessee,N/A,2016,District 7,7,20120101,"200,407","Blackburn, Marsha",Incumbent,"65,226","Chandler, Tharon",Challenger,Independent,"11,880","Ladner, Leonard D.",Challenger,N/A,"135,181",R,4.28,75.45,24.55,
House,Tennessee,N/A,2014,District 7,7,20120101,"110,534","Blackburn, Marsha",Incumbent,"42,280","Cramer, Daniel N.",Challenger,Independent,"5,093","Ladner, Leonard D.",Challenger,N/A,"68,254",R,3.23,72.33,27.67,
House,Tennessee,N/A,2012,District 7,7,20120101,"182,730","Blackburn, Marsha",Incumbent,"61,679","Amouzouvik, Credo",Challenger,Green,"4,640","Switzer, Howard K.",Challenger,"8,257","121,051",R,1.8,74.76,25.24,"The other vote was: Arnold, Jack (Independent) 4,256; Akin, William Ryan (Independent) 2,740; Ladner, Leonard D. (Independent) 1,261"
House,Tennessee,N/A,2018,District 8,8,20120101,"168,030","Kustoff, David",Incumbent,"74,755","Pearson, Erika",Challenger,Independent,"5,560","Hart, James L.",Challenger,N/A,"93,275",R,2.24,69.21,30.79,
House,Tennessee,N/A,2016,District 8,8,20120101,"194,386","Kustoff, David",Challenger,"70,925","Hobson, Rickey",Challenger,Independent,"6,442","Godwin, Shelia L.",Challenger,"10,980","123,461",R,2.28,73.27,26.73,"The other vote was: Hart, James L. (Independent) 4,057; Montague, Adrian M. (Independent) 2,497; Rawles, Mark J. (Independent) 2,445; Talley-Lane, Karen Free Spirit (Independent) 1,981"
House,Tennessee,N/A,2014,District 8,8,20120101,"122,255","Fincher, Stephen Lee",Incumbent,"42,433","Bradley, Wes",Challenger,Constitution,"4,451","Rawles, Mark J.",Challenger,"3,456","79,822",R,2.58,74.23,25.77,"The other vote was: Hart, James L. (Independent) 3,452; Matheny, Dana (Write-in) 4"
House,Tennessee,N/A,2012,District 8,8,20120101,"190,923","Fincher, Stephen Lee",Incumbent,"79,490","Dixon, Timothy",Challenger,Independent,"6,139","Hart, James L.",Challenger,"2,870","111,433",R,2.2,70.6,29.4,"The other vote was: Rawles, Mark J. (Independent) 2,870"
House,Tennessee,N/A,2018,District 9,9,20120101,"34,901","Bergmann, Charlotte",Challenger,"145,139","Cohen, Stephen I.",Incumbent,Independent,"1,436","AwGoWhat, Leo",Challenger,N/A,"110,238",D,0.79,19.39,80.61,
House,Tennessee,N/A,2016,District 9,9,20120101,"41,123","Alberson, Floyd Wayne",Challenger,"171,631","Cohen, Stephen I.",Incumbent,Independent,"5,203","Cook, Paul",Challenger,N/A,"130,508",D,2.39,19.33,80.67,"The other vote was: Mantanona, Nicholas Brent (Write-in) 0"
House,Tennessee,N/A,2014,District 9,9,20120101,"27,173","Bergmann, Charlotte",Challenger,"87,376","Cohen, Stephen I.",Incumbent,Independent,766,"Alberson, Floyd Wayne",Challenger,"1,235","60,203",D,0.66,23.72,76.28,"The other vote was: Cook, Paul (Independent) 752; Bass, Herbert A. (Independent) 483"
House,Tennessee,N/A,2012,District 9,9,20120101,"59,742","Flinn, George S.",Challenger,"188,422","Cohen, Stephen I.",Incumbent,Independent,"1,448","Saulsberry, Brian L.",Challenger,"1,375","128,680",D,0.58,24.07,75.93,"The other vote was: Joiner, Gregory M. (Independent) 1,372; Smith, Kimberlee E. (Write-in) 2; Bass, Herbert A. (Write-in) 1"
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
CONGRESS 2012 to 2020 in TEXAS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Texas,N/A,2018,District 1,1,20120101,"168,165","Gohmert, Louie",Incumbent,"61,263","McKellar, Shirley J.",Challenger,Libertarian,"3,292","Callaway, Jeff",Challenger,N/A,"106,902",R,1.41,73.3,26.7,
House,Texas,N/A,2016,District 1,1,20120101,"192,434","Gohmert, Louie",Incumbent,"62,847","McKellar, Shirley J.",Challenger,Libertarian,"5,062","Gray, Phil",Challenger,66,"129,587",R,1.94,75.38,24.62,"The other vote was: Culler, Renee (Write-in) 66"
House,Texas,N/A,2014,District 1,1,20120101,"115,084","Gohmert, Louie",Incumbent,"33,476","McKellar, Shirley J.",Challenger,N/A,N/A,N/A,N/A,N/A,"81,608",R,0,77.47,22.53,
House,Texas,N/A,2012,District 1,1,20120101,"178,322","Gohmert, Louie",Incumbent,"67,222","McKellar, Shirley J.",Challenger,Libertarian,"4,114","Patterson, Clark",Challenger,N/A,"111,100",R,1.65,72.62,27.38,
House,Texas,N/A,2018,District 2,2,20120101,"139,188","Crenshaw, Daniel",Challenger,"119,992","Litton, Todd",Challenger,Libertarian,"2,373","Gunnels, Patrick",Challenger,"1,839","19,196",R,0.9,53.7,46.3,"The other vote was: Cubbler, Scott (Independent Party) 1,839"
House,Texas,N/A,2016,District 2,2,20120101,"168,692","Poe, Ted",Incumbent,"100,231","Bryan, Pat",Challenger,Green,"6,429","Darr, Joshua",Challenger,"2,884","68,461",R,2.31,62.73,37.27,"The other vote was: Veasaw, James B. (Libertarian) 2,884"
House,Texas,N/A,2014,District 2,2,20120101,"101,936","Poe, Ted",Incumbent,"44,462","Letsos, Niko",Challenger,Libertarian,"2,316","Veasaw, James B.",Challenger,"1,312","57,474",R,1.54,69.63,30.37,"The other vote was: Roberts, Mark A. (Green) 1,312"
House,Texas,N/A,2012,District 2,2,20120101,"159,664","Poe, Ted",Incumbent,"80,512","Dougherty, Jim",Challenger,Libertarian,"4,140","Duncan, Kenneth",Challenger,"2,012","79,152",R,1.68,66.48,33.52,"The other vote was: Roberts, Mark A. (Green) 2,012"
House,Texas,N/A,2018,District 3,3,20120101,"169,520","Taylor, Van",Challenger,"138,234","Burch, Lorie",Challenger,Libertarian,"4,604","Claytor, Christopher J.",Challenger,153,"31,286",R,1.47,55.08,44.92,"The other vote was: Simmons, Jeff (Write-in) 153"
House,Texas,N/A,2016,District 3,3,20120101,"193,684","Johnson, Sam",Incumbent,"109,420","Bell, Adam P.",Challenger,Libertarian,"10,448","Jameson, Scott",Challenger,"2,915","84,264",R,3.3,63.9,36.1,"The other vote was: Blair, Paul (Green) 2,915"
House,Texas,N/A,2014,District 3,3,20120101,"113,404","Johnson, Sam",Incumbent,N/A,N/A,N/A,Green,"24,876","Blair, Paul",Challenger,N/A,"88,528",R,17.99,100,0,
House,Texas,N/A,2012,District 3,3,20120101,"187,180","Johnson, Sam",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"187,180",R,0,100,0,
House,Texas,N/A,2018,District 4,4,20120101,"188,667","Ratcliffe, John",Incumbent,"57,400","Krantz, Catherine",Challenger,Libertarian,"3,178","Ashby, Ken",Challenger,N/A,"131,267",R,1.28,76.67,23.33,
House,Texas,N/A,2016,District 4,4,20120101,"216,643","Ratcliffe, John",Incumbent,N/A,N/A,N/A,Libertarian,"29,577","Wommack, Cody",Challenger,N/A,"187,066",R,12.01,100,0,
House,Texas,N/A,2014,District 4,4,20120101,"115,085","Ratcliffe, John",Challenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"115,085",R,0,100,0,
House,Texas,N/A,2012,District 4,4,20120101,"182,679","Hall, Ralph M.",Incumbent,"60,214","Hathcox, Valinda",Challenger,Libertarian,"7,262","Griffing, Thomas",Challenger,188,"122,465",R,2.9,75.21,24.79,"The other vote was: Rostek, Fred (Write-in) 188"
House,Texas,N/A,2018,District 5,5,20120101,"130,617","Gooden, Lance",Challenger,"78,666","Wood, Dan",Challenger,Write-in,224,"Gray, Phil",Challenger,N/A,"51,951",R,0.11,62.41,37.59,
House,Texas,N/A,2016,District 5,5,20120101,"155,469","Hensarling, Jeb",Incumbent,N/A,N/A,N/A,Libertarian,"37,406","Ashby, Ken",Challenger,N/A,"118,063",R,19.39,100,0,
House,Texas,N/A,2014,District 5,5,20120101,"88,998","Hensarling, Jeb",Incumbent,N/A,N/A,N/A,Libertarian,"15,264","Ashby, Ken",Challenger,N/A,"73,734",R,14.64,100,0,
House,Texas,N/A,2012,District 5,5,20120101,"134,091","Hensarling, Jeb",Incumbent,"69,178","Mrosko, Linda S.",Challenger,Libertarian,"4,961","Ashby, Ken",Challenger,N/A,"64,913",R,2.38,65.97,34.03,
House,Texas,N/A,2018,District 6,6,20120101,"135,961","Wright, Ronald",Challenger,"116,350","Sanchez, Jana Lynne",Challenger,Libertarian,"3,731","Harber, Jason Allen",Challenger,N/A,"19,611",R,1.46,53.89,46.11,
House,Texas,N/A,2016,District 6,6,20120101,"159,444","Barton, Joe L.",Incumbent,"106,667","Woolridge, Ruby Faye",Challenger,Green,"7,185","Smith, Darrel Jr.",Challenger,N/A,"52,777",R,2.63,59.92,40.08,
House,Texas,N/A,2014,District 6,6,20120101,"92,334","Barton, Joe L.",Incumbent,"55,027","Cozad, David E.",Challenger,Libertarian,"3,635","Chauvin, Hugh",Challenger,N/A,"37,307",R,2.41,62.66,37.34,
House,Texas,N/A,2012,District 6,6,20120101,"145,019","Barton, Joe L.",Incumbent,"98,053","Sanders, Kenneth",Challenger,Libertarian,"4,847","Chauvin, Hugh",Challenger,"2,017","46,966",R,1.94,59.66,40.34,"The other vote was: Parmer, Brandon (Green) 2,017"
House,Texas,N/A,2018,District 7,7,20120101,"115,642","Culberson, John",Incumbent,"127,959","Fletcher, Lizzie Pannill ",Challenger,N/A,N/A,N/A,N/A,N/A,"12,317",D,0,47.47,52.53,
House,Texas,N/A,2016,District 7,7,20120101,"143,542","Culberson, John",Incumbent,"111,991","Cargas, James",Challenger,N/A,N/A,N/A,N/A,N/A,"31,551",R,0,56.17,43.83,
House,Texas,N/A,2014,District 7,7,20120101,"90,606","Culberson, John",Incumbent,"49,478","Cargas, James",Challenger,Libertarian,"3,135","Fowler, Gerald",Challenger,N/A,"41,128",R,2.19,64.68,35.32,
House,Texas,N/A,2012,District 7,7,20120101,"142,793","Culberson, John",Incumbent,"85,553","Cargas, James",Challenger,Libertarian,"4,669","Parks, Drew P.",Challenger,"1,822","57,240",R,1.99,62.53,37.47,"The other vote was: Findley, Lance (Green) 1,822"
House,Texas,N/A,2018,District 8,8,20120101,"200,619","Brady, Kevin",Incumbent,"67,930","David, Steven",Challenger,Libertarian,"4,621","Duncan, Chris",Challenger,N/A,"132,689",R,1.69,74.7,25.3,
House,Texas,N/A,2016,District 8,8,20120101,"236,379","Brady, Kevin",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"236,379",R,0,100,0,
House,Texas,N/A,2014,District 8,8,20120101,"125,066","Brady, Kevin",Incumbent,N/A,N/A,N/A,Libertarian,"14,947","Petty, Ken",Challenger,N/A,"110,119",R,10.68,100,0,
House,Texas,N/A,2012,District 8,8,20120101,"194,043","Brady, Kevin",Incumbent,"51,051","Burns, Neil",Challenger,Libertarian,"5,958","Hall, Roy",Challenger,N/A,"142,992",R,2.37,79.17,20.83,
House,Texas,N/A,2018,District 9,9,20120101,N/A,N/A,N/A,"136,256","Green, Al",Incumbent,Libertarian,"5,940","Kurtz, Phil",Challenger,"10,805","130,316",D,3.88,0,100,"The other vote was: Hernandez, Benjamin (Independent Party) 5,774; Rogers, Kesha (Independent Party) 5,031"
House,Texas,N/A,2016,District 9,9,20120101,"36,491","Martin, Jeff",Challenger,"152,032","Green, Al",Incumbent,N/A,N/A,N/A,N/A,N/A,"115,541",D,0,19.36,80.64,
House,Texas,N/A,2014,District 9,9,20120101,N/A,N/A,N/A,"78,109","Green, Al",Incumbent,Libertarian,"7,894","Johnson, Johnny",Challenger,N/A,"70,215",D,9.18,0,100,
House,Texas,N/A,2012,District 9,9,20120101,"36,139","Mueller, Steve",Challenger,"144,075","Green, Al",Incumbent,Green,"1,743","Foster, Vanessa",Challenger,"1,609","107,936",D,0.95,20.05,79.95,"The other vote was: Wieder, John (Libertarian) 1,609"
House,Texas,N/A,2018,District 10,10,20120101,"157,166","McCaul, Michael T.",Incumbent,"144,034","Siegel, Mike",Challenger,Libertarian,"6,627","Ryan, Mike",Challenger,N/A,"13,132",R,2.15,52.18,47.82,
House,Texas,N/A,2016,District 10,10,20120101,"179,221","McCaul, Michael T.",Incumbent,"120,170","Walter-Cadien, Tawana",Challenger,Libertarian,"13,209","Kelsey, Bill",Challenger,N/A,"59,051",R,4.23,59.86,40.14,
House,Texas,N/A,2014,District 10,10,20120101,"109,726","McCaul, Michael T.",Incumbent,"60,243","Walter-Cadien, Tawana",Challenger,Libertarian,"6,491","Kelsey, Bill",Challenger,N/A,"49,483",R,3.68,64.56,35.44,
House,Texas,N/A,2012,District 10,10,20120101,"159,783","McCaul, Michael T.",Incumbent,"95,710","Walter-Cadien, Tawana",Challenger,Libertarian,"8,526","Priest, Richard",Challenger,N/A,"64,073",R,3.23,62.54,37.46,
House,Texas,N/A,2018,District 11,11,20120101,"176,603","Conaway, Mike",Incumbent,"40,631","Leeder, Jennie Lou",Challenger,Libertarian,"3,143","Smith, Rhett R.",Challenger,N/A,"135,972",R,1.43,81.3,18.7,
House,Texas,N/A,2016,District 11,11,20120101,"201,871","Conaway, Mike",Incumbent,N/A,N/A,N/A,Libertarian,"23,677","Landholt, Nicholas",Challenger,N/A,"178,194",R,10.5,100,0,
House,Texas,N/A,2014,District 11,11,20120101,"107,939","Conaway, Mike",Incumbent,N/A,N/A,N/A,Libertarian,"11,635","Lange, Ryan T.",Challenger,N/A,"96,304",R,9.73,100,0,
House,Texas,N/A,2012,District 11,11,20120101,"177,742","Conaway, Mike",Incumbent,"41,970","Riley, Jim",Challenger,Libertarian,"6,311","Ballard, Scott J.",Challenger,N/A,"135,772",R,2.79,80.9,19.1,
House,Texas,N/A,2018,District 12,12,20120101,"172,557","Granger, Kay",Incumbent,"90,994","Adia, Vanessa",Challenger,Libertarian,"4,940","Leddy, Jacob",Challenger,N/A,"81,563",R,1.84,65.47,34.53,
